2022
09,Diciembre,lector120,El último río,Hugo Soria,Teatro,6,No
06,Noviembre,lector064,Las travesías heladas,Sergio Campos,Thriller,7,No
27,Marzo,lector028,El brillante mercado,Nora Palacios,Autoficción,2,No
17,Febrero,lector039,Los frágiles páramos de las fortalezas,Pablo Acosta,Terror,11,No
21,Mayo,lector126,El último códice sobre el santuario,Gonzalo Mendoza,Cuento,30,No
22,Mayo,lector020,Las ruinas sobre cometas,Julián Nogueira,No ficción literaria,20,No
09,Agosto,lector008,La férrea travesía en los viajes,Samuel Salas,Romance,21,No
19,Julio,lector055,El espejo bajo los cometas,Valentina Santos,Fantasía,28,No
26,Abril,lector090,Los infinitos ríos bajo los inviernos,Julia Serrano,Thriller,27,No
15,Octubre,lector112,Los secretos tronos sobre la llave,Irene Carranza,Novela histórica,26,No
08,Octubre,lector071,Los jardines del invierno,Samuel López,Poesía,21,No
12,Agosto,lector009,El último códice sobre el santuario,Gonzalo Mendoza,Cuento,7,No
26,Abril,lector044,El laberinto de bosques,Sergio Campos,Terror,14,No
20,Enero,lector023,El faro de la memoria,Gonzalo Nogueira,Thriller,30,No
19,Febrero,lector023,El faro de la memoria,Gonzalo Nogueira,Thriller,21,Si
21,Septiembre,lector043,La catacumba bajo el espejo,Julia Serrano,Ciencia ficción,7,No
06,Mayo,lector068,La ciénega tras mercados,Luna Araujo,No ficción literaria,28,No
01,Octubre,lector090,El jardín olvidado,Andrés Paredes,Juvenil,22,No
08,Diciembre,lector090,El santuario de la ruina,Elena Paredes,Romance,28,No
07,Agosto,lector057,El páramo sobre la travesía,Julián Salas,Biografía,6,No
28,Marzo,lector112,Las campanas errantes,Oliver Suárez,Novela histórica,56,No
27,Julio,lector047,El sombrío jardín,Emma Pineda,Autoficción,7,No
24,Julio,lector038,Los férreos retratos tras las campanas,Lucía Araujo,Realismo mágico,28,No
19,Mayo,lector067,El jardín bajo los inviernos,Samuel López,Cuento,56,No
20,Junio,lector126,Los santuarios bajo río,Ariadna Serrano,Ciencia ficción,28,No
08,Septiembre,lector055,El eterno santuario,Julián Nogueira,Policiaca,30,No
08,Octubre,lector055,El eterno santuario,Julián Nogueira,Policiaca,18,Si
18,Julio,lector040,Los lúcidos viajes tras los puentes,Thiago Carranza,Ensayo,20,No
20,Noviembre,lector026,Los salvajes tronos,Marta Varela,Distopía,20,No
17,Julio,lector078,El carnaval sobre los faros,Gael Silva,Biografía,5,No
13,Marzo,lector057,El laberinto de las canciones,Nicolás Valdés,Ensayo,2,No
05,Septiembre,lector128,Las frágiles fortalezas,Daniela Muñoz,Policiaca,30,No
05,Octubre,lector128,Las frágiles fortalezas,Daniela Muñoz,Policiaca,27,Si
