2005
16,Abril,lector146,El mercado sobre el reloj,Marta Rosales,Thriller,25,No
02,Septiembre,lector046,El eterno santuario,Julián Nogueira,Policiaca,4,No
01,Octubre,lector015,El carnaval del códice,Julia Ferreyra,Realismo mágico,8,No
23,Enero,lector134,Las infinitas memorias,Marta Varela,Realismo mágico,23,No
13,Mayo,lector003,Los sombríos carnavales sobre la belladona,Lucía Araujo,Juvenil,30,No
12,Junio,lector003,Los sombríos carnavales sobre la belladona,Lucía Araujo,Juvenil,15,Si
14,Abril,lector060,El océano salvaje,Raúl Montoya,Thriller,20,No
01,Diciembre,lector129,La frágil memoria,Mario Bautista,Biografía,12,No
14,Enero,lector111,Las lúcidas campanas en la canción,Renata Acosta,Teatro,28,No
04,Agosto,lector131,Las memorias olvidadas,Julián Delgado,Policiaca,7,No
10,Marzo,lector106,Las llaves en la catacumba,Pablo Pineda,Policiaca,14,No
25,Diciembre,lector022,Las belladonas secretas,Nicolás Valdés,Juvenil,49,No
26,Noviembre,lector079,La sombra bajo los espejos,Nicolás Vega,Realismo mágico,8,No
14,Mayo,lector015,El lejano carnaval,Mateo Fuentes,Poesía,3,No
19,Agosto,lector078,Los frágiles ríos,Ximena Ibarra,Crónica,32,No
01,Abril,lector043,Los infinitos baluartes,Clara Valdés,Romance,20,No
17,Agosto,lector091,Los eternos carnavales sobre las catedrales,Irene Ferreyra,Novela histórica,28,No
05,Febrero,lector076,El astrolabio de mercado,Clara Soria,Aventura,11,No
03,Octubre,lector027,Los ríos bajo carnavales,Clara Roldán,Cuento,15,No
15,Septiembre,lector114,Los tronos bajo las cartas,Pablo Salas,Biografía,22,No
13,Junio,lector129,Los tronos bajo el mercado,Julián Nogueira,Autoficción,5,No
27,Octubre,lector041,El dorado retrato bajo la belladona,Valentina Santos,Thriller,28,No
08,Julio,lector080,El jardín en la canción,Julián Salas,Distopía,20,No
05,Abril,lector026,Los baluartes lejanos,Noa Paz,Policiaca,25,No
16,Junio,lector060,Las brumas sobre el faro,Noa Benítez,Thriller,30,No
16,Julio,lector060,Las brumas sobre el faro,Noa Benítez,Thriller,20,Si
31,Octubre,lector031,La brillante canción en la belladona,Iker Delgado,Ciencia ficción,15,No
10,Febrero,lector078,La catacumba bajo la ciénega,Oliver Ibarra,Distopía,23,No
16,Septiembre,lector079,Las lúcidas campanas en la canción,Renata Acosta,Teatro,21,No
05,Febrero,lector056,Los lúcidos viajes tras los puentes,Thiago Carranza,Ensayo,26,No
20,Abril,lector043,Las sombras bajo océanos,Mateo Martí,Crónica,27,No
24,Febrero,lector044,El dorado trono sobre las fortalezas,Mario León,Romance,30,No
26,Marzo,lector044,El dorado trono sobre las fortalezas,Mario León,Romance,4,Si
26,Noviembre,lector015,El santuario incierto,Ariadna Acosta,Realismo mágico,3,No
23,Abril,lector071,Las llaves tras ruinas,Vega Soria,Misterio,6,No
26,Septiembre,lector118,Las catacumbas en páramos,Julián Delgado,No ficción literaria,21,No
01,Febrero,lector011,La brillante canción en la belladona,Iker Delgado,Ciencia ficción,23,No
13,Diciembre,lector013,Los retratos lejanos,Ximena Nogueira,Autoficción,5,No
27,Mayo,lector132,El bosque salvaje,Tomás Araujo,Terror,27,No
22,Marzo,lector077,El férreo baluarte,Mario Bautista,Crónica,35,No
03,Junio,lector082,Los helados mercados,Daniela Cortés,Teatro,17,No
11,Marzo,lector031,El pacto sobre sueño,Rafael Herrera,Cuento,24,No
