2024
24,Diciembre,lector035,El sueño bajo las ciénegas,Clara Soria,Distopía,29,No
25,Febrero,lector140,Los inciertos sueños,Candela Torres,Ensayo,17,No
08,Noviembre,lector106,Las canciones frágiles,Alba Caballero,Thriller,25,No
08,Mayo,lector069,El frágil sueño,Ximena Caballero,Aventura,35,No
03,Octubre,lector113,La llave de memoria,Pablo Ibarra,Fantasía,24,No
03,Enero,lector024,El lejano mercado,Julián Delgado,Fantasía,6,No
05,Mayo,lector016,El perdido río,Irene Ferreyra,Terror,10,No
14,Agosto,lector061,Las memorias veloces,Adrián Muñoz,Romance,22,No
19,Enero,lector043,Los lúcidos jardines,Ariadna Serrano,Misterio,4,No
03,Diciembre,lector003,El archivo tras páramo,Andrés Paredes,Aventura,1,No
12,Mayo,lector119,La olvidada fortaleza tras la catedral,Hugo Santos,Fantasía,20,No
10,Marzo,lector131,La memoria bajo los santuarios,Ariadna Serrano,Romance,24,No
25,Julio,lector104,Las llaves en la catacumba,Pablo Pineda,Policiaca,21,No
05,Noviembre,lector057,Los errantes archivos,Andrés Paredes,Distopía,49,No
13,Diciembre,lector063,El brillante cerrojo,Vega Soria,Ciencia ficción,5,No
12,Diciembre,lector131,El santuario incierto,Ariadna Acosta,Realismo mágico,24,No
14,Febrero,lector140,El incierto laberinto en los espejos,Andrés Vega,Aventura,30,No
15,Marzo,lector140,El incierto laberinto en los espejos,Andrés Vega,Aventura,2,Si
21,Marzo,lector130,Las brumas sobre el faro,Noa Benítez,Thriller,56,No
10,Junio,lector086,La dorada catedral,Nicolás Vega,Biografía,29,No
07,Abril,lector132,Las memorias lúcidas,Ariadna Martí,Teatro,27,No
02,Septiembre,lector032,La lejana belladona,Noa Benítez,Novela histórica,24,No
30,Marzo,lector078,Las frágiles fortalezas,Daniela Muñoz,Policiaca,30,No
29,Abril,lector078,Las frágiles fortalezas,Daniela Muñoz,Policiaca,14,Si
13,Abril,lector119,Los perdidos santuarios sobre el sueño,Isabella Paredes,Terror,24,No
12,Marzo,lector004,Los faros férreos,Álvaro León,Terror,35,No
28,Febrero,lector104,Las belladonas secretas,Nicolás Valdés,Juvenil,9,No
22,Abril,lector074,La canción bajo el páramo,Julián Salas,Realismo mágico,28,No
28,Enero,lector063,Las memorias de la travesía,Thiago Roldán,Ensayo,6,No
05,Agosto,lector102,La sombría campana,Daniela Muñoz,No ficción literaria,6,No
07,Enero,lector065,El perdido río,Irene Ferreyra,Terror,21,No
02,Diciembre,lector105,El infinito retrato,Samuel Torres,Poesía,14,No
02,Enero,lector049,El baluarte eterno,Gael Silva,Realismo mágico,56,No
16,Diciembre,lector028,El astrolabio de mercado,Clara Soria,Aventura,11,No
16,Octubre,lector137,El férreo baluarte,Mario Bautista,Crónica,30,No
15,Noviembre,lector137,El férreo baluarte,Mario Bautista,Crónica,7,Si
25,Abril,lector137,El lúcido códice en los sueños,Nicolás Valdés,Distopía,18,No
02,Mayo,lector072,Los archivos en astrolabio,Irene Gómez,Misterio,22,No
06,Febrero,lector134,El jardín en pacto,Inés Serrano,Poesía,12,No
27,Diciembre,lector129,Los cometas en las catedrales,Elena Paredes,Thriller,13,No
29,Diciembre,lector048,Los páramos sobre los puentes,Nicolás Vega,Ensayo,4,No
06,Septiembre,lector149,El cometa lúcido,Renata Torres,Misterio,6,No
02,Febrero,lector142,Los frágiles santuarios,Alba Caballero,Novela histórica,6,No
02,Febrero,lector102,Los ríos bajo puente,Inés Rojas,Policiaca,18,No
07,Febrero,lector011,Los errantes archivos,Andrés Paredes,Distopía,30,No
08,Marzo,lector011,Los errantes archivos,Andrés Paredes,Distopía,9,Si
23,Agosto,lector101,Las últimas llaves,Noa Benítez,Romance,6,No
02,Julio,lector145,El dorado laberinto del faro,Raúl Montoya,Fantasía,8,No
21,Marzo,lector125,El brillante códice bajo el viaje,Tomás Varela,Policiaca,28,No
08,Agosto,lector130,Los páramos dorados,Tomás Flores,Ciencia ficción,56,No
25,Septiembre,lector046,Los helados santuarios,Hugo Santos,Misterio,21,No
03,Agosto,lector112,Los tronos bajo las cartas,Pablo Salas,Biografía,56,No
11,Septiembre,lector012,El laberinto de las fortalezas,Irene Carranza,Aventura,56,No
19,Febrero,lector012,Las belladonas bajo los códices,Hugo Acosta,Terror,30,No
20,Marzo,lector012,Las belladonas bajo los códices,Hugo Acosta,Terror,8,Si
31,Mayo,lector061,El invierno tras travesías,Pablo Suárez,Distopía,22,No
22,Julio,lector101,Los errantes archivos,Andrés Paredes,Distopía,21,No
25,Agosto,lector149,El río frágil,Inés Rojas,Ciencia ficción,20,No
28,Enero,lector004,El códice olvidado,Luna Araujo,Fantasía,20,No
26,Junio,lector020,El faro bajo relojes,Pablo Salas,Ensayo,20,No
28,Septiembre,lector002,Los cerrojos sobre la catacumba,Daniela Muñoz,Fantasía,5,No
05,Abril,lector082,Los inciertos retratos sobre el páramo,Bruno Torres,No ficción literaria,27,No
