2018
02,Septiembre,lector078,Los laberintos en el espejo,Mario León,Fantasía,5,No
25,Agosto,lector136,Los dorados viajes en el viaje,Pablo Salas,Poesía,25,No
21,Octubre,lector072,Los salvajes baluartes del puente,Julia Serrano,Romance,20,No
01,Octubre,lector088,Los laberintos tras pacto,Ariadna Serrano,Thriller,41,No
09,Agosto,lector112,La canción de ciudades,Andrés Mendoza,Distopía,28,No
17,Mayo,lector073,Los baluartes errantes,Nora Palacios,Policiaca,21,No
20,Agosto,lector001,El sombrío sueño,Vega Delgado,Juvenil,36,No
02,Febrero,lector034,El cometa bajo el astrolabio,Ariadna Acosta,Cuento,17,No
18,Octubre,lector139,Las brillantes ciudades,Sofía Ibarra,Thriller,17,No
28,Julio,lector114,Los océanos bajo los baluartes,Marco Álvarez,Realismo mágico,6,No
20,Agosto,lector013,Los veloces códices en el viaje,Emma Álvarez,Cuento,7,No
10,Abril,lector140,Los salvajes santuarios,Sergio Campos,Romance,27,No
30,Abril,lector031,Las catacumbas sobre los carnavales,Isabella Caballero,Crónica,6,No
02,Enero,lector099,El dorado baluarte bajo los retratos,Noa Rivas,Fantasía,56,No
06,Diciembre,lector011,Los cometas sobre el cerrojo,Ariadna Acosta,Biografía,33,No
01,Octubre,lector026,El puente de cometas,Samuel Torres,Distopía,20,No
09,Mayo,lector128,Los lúcidos archivos del cometa,Julia Ferreyra,Distopía,25,No
31,Mayo,lector100,Las ciénegas bajo las ciénegas,Andrés Paredes,Realismo mágico,14,No
30,Junio,lector000,El cerrojo de catacumba,Elena Rojas,Policiaca,27,No
14,Noviembre,lector089,Los eternos viajes de los océanos,Pablo Palacios,Terror,30,No
14,Diciembre,lector089,Los eternos viajes de los océanos,Pablo Palacios,Terror,41,Si
29,Marzo,lector039,El jardín en pacto,Inés Serrano,Poesía,56,No
02,Marzo,lector128,Las llaves en la catacumba,Pablo Pineda,Policiaca,37,No
10,Junio,lector076,El retrato secreto,Noa Carranza,Aventura,5,No
18,Junio,lector133,Las cartas tras los jardines,Thiago Carranza,Cuento,18,No
27,Julio,lector091,Las lúcidas belladonas,Oliver Rivas,Policiaca,30,No
26,Agosto,lector091,Las lúcidas belladonas,Oliver Rivas,Policiaca,11,Si
25,Noviembre,lector129,La canción en el bosque,Thiago Carranza,Biografía,30,No
25,Diciembre,lector129,La canción en el bosque,Thiago Carranza,Biografía,10,Si
02,Octubre,lector079,El cometa en pactos,Luna Paredes,Poesía,20,No
01,Octubre,lector018,El incierto cometa sobre la sombra,Thiago Carranza,Teatro,26,No
30,Septiembre,lector075,Los helados océanos en los páramos,Hugo Soria,Realismo mágico,35,No
22,Abril,lector052,El mercado veloz,Álvaro Ferreyra,No ficción literaria,3,No
15,Enero,lector008,Las infinitas memorias,Marta Varela,Realismo mágico,10,No
21,Enero,lector036,La olvidada fortaleza tras la catedral,Hugo Santos,Fantasía,10,No
25,Enero,lector005,El pacto en canciones,Mateo Fuentes,Cuento,30,No
24,Febrero,lector005,El pacto en canciones,Mateo Fuentes,Cuento,12,Si
17,Diciembre,lector031,Los eternos carnavales sobre las catedrales,Irene Ferreyra,Novela histórica,11,No
20,Marzo,lector137,El puente de cometas,Samuel Torres,Distopía,21,No
24,Mayo,lector129,El río tras brumas,Iker Delgado,Fantasía,5,No
16,Enero,lector062,El astrolabio en el bosque,Sara Calderón,Ensayo,21,No
10,Junio,lector106,El cerrojo de catacumba,Elena Rojas,Policiaca,23,No
14,Julio,lector086,Los baluartes inciertos,Samuel López,Teatro,12,No
03,Noviembre,lector031,El errante espejo,Marco Álvarez,Biografía,14,No
27,Julio,lector150,La secreta fortaleza,Paula Romero,No ficción literaria,18,No
30,Marzo,lector008,El trono del trono,Ximena Caballero,Distopía,6,No
01,Abril,lector059,El laberinto de las canciones,Nicolás Valdés,Ensayo,11,No
22,Octubre,lector135,Los relojes sobre sombras,Noa Navarro,Novela histórica,26,No
02,Agosto,lector006,El errante cometa sobre las brumas,Clara Roldán,Poesía,8,No
12,Marzo,lector092,La perdida ruina en las sombras,Iker Valdés,Teatro,27,No
04,Octubre,lector048,Las belladonas secretas,Nicolás Valdés,Juvenil,30,No
03,Noviembre,lector048,Las belladonas secretas,Nicolás Valdés,Juvenil,17,Si
26,Febrero,lector070,El incierto astrolabio tras el océano,Pablo Suárez,Ensayo,7,No
30,Noviembre,lector006,Los frágiles santuarios de la catacumba,Ximena Nogueira,Cuento,49,No
16,Julio,lector077,El secreto baluarte de los archivos,Ximena Caballero,Terror,7,No
04,Marzo,lector126,Los mercados tras fortaleza,Vega Soria,Novela histórica,20,No
15,Abril,lector141,La errante llave en la canción,Ximena Ibarra,Autoficción,30,No
15,Mayo,lector141,La errante llave en la canción,Ximena Ibarra,Autoficción,1,Si
19,Enero,lector072,Los infinitos mercados,Pablo Carranza,Distopía,28,No
09,Agosto,lector098,La errante sombra sobre los cerrojos,Irene Cruz,Realismo mágico,30,No
08,Septiembre,lector098,La errante sombra sobre los cerrojos,Irene Cruz,Realismo mágico,6,Si
18,Enero,lector101,Los cerrojos de los puentes,Pablo Suárez,Juvenil,7,No
10,Enero,lector037,Los férreos espejos en el sueño,Iker Valdés,Crónica,7,No
01,Abril,lector086,Los ríos bajo carnavales,Clara Roldán,Cuento,21,No
30,Enero,lector101,Las catacumbas olvidadas,Oliver Suárez,Terror,30,No
01,Marzo,lector101,Las catacumbas olvidadas,Oliver Suárez,Terror,21,Si
10,Diciembre,lector113,Los últimos códices tras la catedral,Julia Navarro,Policiaca,21,No
13,Noviembre,lector080,La catedral en la ciénega,Iker Valdés,Cuento,3,No
05,Junio,lector007,La cartas de los océanos,Hugo Nogueira,Crónica,6,No
27,Noviembre,lector073,La fortaleza bajo el baluarte,Pablo Pineda,Autoficción,30,No
27,Diciembre,lector073,La fortaleza bajo el baluarte,Pablo Pineda,Autoficción,56,Si
18,Marzo,lector069,El trono del trono,Ximena Caballero,Distopía,3,No
18,Julio,lector134,Las secretas ciudades,Clara Valdés,Aventura,27,No
16,Enero,lector075,El férreo baluarte,Mario Bautista,Crónica,49,No
09,Enero,lector124,Los cometas en el códice,Samuel Suárez,Autoficción,7,No
02,Abril,lector046,Los dorados viajes en el viaje,Pablo Salas,Poesía,27,No
13,Marzo,lector082,El santuario en belladonas,Candela Delgado,Policiaca,42,No
09,Julio,lector024,El mercado veloz,Álvaro Ferreyra,No ficción literaria,16,No
08,Mayo,lector133,El bosque sobre bruma,Gonzalo Nogueira,Romance,20,No
16,Octubre,lector030,La helada catedral,Vega Delgado,Aventura,28,No
16,Febrero,lector049,La secreta fortaleza,Paula Romero,No ficción literaria,49,No
02,Noviembre,lector111,Los frágiles páramos de las fortalezas,Pablo Acosta,Terror,26,No
25,Octubre,lector023,La ciénega en santuario,Sofía Ibarra,Autoficción,28,No
08,Febrero,lector105,Los relojes en mercados,Marta Varela,Biografía,1,No
29,Octubre,lector037,El mercado sobre el reloj,Marta Rosales,Thriller,30,No
28,Noviembre,lector037,El mercado sobre el reloj,Marta Rosales,Thriller,28,Si
23,Agosto,lector037,Los carnavales perdidos,Julián Delgado,Autoficción,11,No
04,Septiembre,lector030,Los infinitos astrolabios sobre el faro,Milan Reyes,Cuento,2,No
24,Febrero,lector061,El códice olvidado,Luna Araujo,Fantasía,14,No
31,Enero,lector054,Las cartas de páramo,Paula Romero,Crónica,7,No
10,Abril,lector083,La helada catedral,Vega Delgado,Aventura,30,No
10,Mayo,lector083,La helada catedral,Vega Delgado,Aventura,18,Si
23,Junio,lector113,Los bosques tras el carnaval,Gael Silva,Distopía,30,No
23,Julio,lector113,Los bosques tras el carnaval,Gael Silva,Distopía,56,Si
23,Abril,lector079,La belladona helada,Ximena Caballero,Novela histórica,21,No
12,Febrero,lector103,Los salvajes espejos,Mario León,Misterio,4,No
26,Marzo,lector078,El santuario sobre las brumas,Renata Torres,Fantasía,28,No
14,Febrero,lector080,Los páramos dorados,Tomás Flores,Ciencia ficción,30,No
16,Marzo,lector080,Los páramos dorados,Tomás Flores,Ciencia ficción,56,Si
01,Julio,lector080,El jardín olvidado,Andrés Paredes,Juvenil,1,No
23,Agosto,lector145,El carnaval de los jardines,Hugo Acosta,Juvenil,8,No
16,Mayo,lector058,Los baluartes tras sombra,Oliver Ibarra,Aventura,20,No
11,Junio,lector064,La ciénega en santuario,Sofía Ibarra,Autoficción,12,No
13,Enero,lector063,La brillante canción en la belladona,Iker Delgado,Ciencia ficción,24,No
09,Abril,lector114,Los cerrojos de los puentes,Milan Pineda,Biografía,6,No
21,Agosto,lector143,La bruma tras mercados,Sara Calderón,Realismo mágico,28,No
30,Julio,lector051,Los carnavales de sombras,Andrés Mendoza,Poesía,20,No
17,Enero,lector069,Los errantes archivos,Andrés Paredes,Distopía,21,No
08,Octubre,lector062,El bosque salvaje,Tomás Araujo,Terror,100,No
03,Noviembre,lector140,Los inciertos faros,Candela Peña,Aventura,30,No
03,Diciembre,lector140,Los inciertos faros,Candela Peña,Aventura,24,Si
11,Octubre,lector003,Los veloces laberintos,Pablo Pineda,No ficción literaria,15,No
01,Noviembre,lector078,Las errantes fortalezas bajo los pactos,Irene Cruz,Terror,29,No
12,Febrero,lector034,El retrato secreto,Noa Carranza,Aventura,4,No
22,Septiembre,lector052,El errante espejo,Marco Álvarez,Biografía,26,No
02,Agosto,lector051,Los archivos tras santuarios,Mateo Herrera,Terror,7,No
27,Enero,lector125,El río bajo las llaves,Milan Reyes,Teatro,14,No
18,Septiembre,lector082,Las belladonas brillantes,Tomás Araujo,Novela histórica,10,No
21,Mayo,lector077,Los brillantes bosques,Irene Carranza,Terror,21,No
24,Marzo,lector059,El laberinto bajo baluartes,Mario León,Policiaca,28,No
24,Diciembre,lector077,La bruma tras mercados,Sara Calderón,Realismo mágico,20,No
19,Abril,lector015,Las ruinas veloces,Pablo Ibarra,Ciencia ficción,4,No
08,Marzo,lector145,El férreo baluarte,Mario Bautista,Crónica,11,No
20,Enero,lector054,Los páramos salvajes,Sara Suárez,Poesía,27,No
12,Enero,lector133,Las cartas de páramo,Paula Romero,Crónica,8,No
09,Julio,lector067,El invierno salvaje,Álvaro Ferreyra,Crónica,22,No
17,Enero,lector007,La belladona del carnaval,Julia Serrano,Fantasía,28,No
15,Abril,lector020,Los relojes en mercados,Marta Varela,Biografía,24,No
27,Septiembre,lector052,La travesía lúcida,Inés Serrano,No ficción literaria,29,No
27,Octubre,lector060,El bosque frágil,Valentina Ibarra,Terror,14,No
15,Octubre,lector046,Las perdidas ciudades,Isabella Paredes,Romance,49,No
27,Noviembre,lector148,Los astrolabios bajo la sombra,Samuel Torres,Teatro,38,No
09,Mayo,lector059,Las ciénegas sombrías,Renata Rojas,Romance,25,No
17,Junio,lector073,El páramo sobre la travesía,Julián Salas,Biografía,27,No
19,Junio,lector024,Las ciudades de los carnavales,Candela Peña,Realismo mágico,14,No
14,Junio,lector091,Los bosques tras el carnaval,Gael Silva,Distopía,56,No
07,Marzo,lector102,Los inciertos sueños,Candela Torres,Ensayo,10,No
25,Mayo,lector078,La llave última,Bruno Torres,Fantasía,30,No
24,Junio,lector078,La llave última,Bruno Torres,Fantasía,15,Si
28,Julio,lector078,El laberinto bajo baluartes,Mario León,Policiaca,1,No
13,Noviembre,lector000,La ciudad bajo páramos,Renata Acosta,Poesía,4,No
01,Agosto,lector067,La olvidada campana,Alba Caballero,Fantasía,15,No
13,Noviembre,lector097,Los olvidados relojes,Hugo Santos,Ciencia ficción,21,No
27,Abril,lector112,Las belladonas tras las ruinas,Inés Rojas,Misterio,7,No
11,Septiembre,lector088,El cometa bajo memorias,Ariadna Acosta,Poesía,9,No
16,Junio,lector089,El dorado pacto de la sombra,Hugo Nogueira,Cuento,27,No
31,Julio,lector044,El archivo tras canción,Candela Torres,Realismo mágico,9,No
11,Mayo,lector042,El viaje tras travesías,Pablo Pineda,Cuento,30,No
10,Junio,lector042,El viaje tras travesías,Pablo Pineda,Cuento,21,Si
19,Abril,lector086,Las frágiles canciones sobre los santuarios,Tomás López,No ficción literaria,27,No
28,Abril,lector096,La llave dorada,Julián Salas,Ensayo,17,No
31,Julio,lector132,Los cometas bajo el baluarte,Ximena Ferreyra,Terror,30,No
30,Agosto,lector132,Los cometas bajo el baluarte,Ximena Ferreyra,Terror,10,Si
25,Febrero,lector092,Las inciertas ruinas,Mario León,Ciencia ficción,37,No
28,Diciembre,lector057,El incierto cometa sobre la sombra,Thiago Carranza,Teatro,56,No
13,Marzo,lector137,Los archivos sobre reloj,Elena Paredes,Terror,24,No
12,Mayo,lector089,Los helados océanos en los páramos,Hugo Soria,Realismo mágico,27,No
30,Agosto,lector072,El mercado en el santuario,Milan Reyes,Crónica,35,No
04,Agosto,lector146,Los perdidos páramos,Álvaro Ferreyra,Cuento,1,No
13,Junio,lector132,La sombra bajo los espejos,Nicolás Vega,Realismo mágico,35,No
09,Noviembre,lector057,El río tras el espejo,Vega Soria,Romance,56,No
24,Noviembre,lector148,El baluarte eterno,Gael Silva,Realismo mágico,28,No
14,Noviembre,lector082,Los cometas en las catedrales,Elena Paredes,Thriller,38,No
29,Octubre,lector133,La errante sombra sobre los cerrojos,Irene Cruz,Realismo mágico,28,No
27,Diciembre,lector132,La férrea ruina bajo la bruma,Mario León,Thriller,20,No
09,Marzo,lector077,Los ríos de los santuarios,Inés Campos,Teatro,30,No
08,Abril,lector077,Los ríos de los santuarios,Inés Campos,Teatro,17,Si
06,Junio,lector100,Los sueños tras los inviernos,Paula Romero,Policiaca,14,No
01,Abril,lector031,Los infinitos ríos tras el mercado,Julián Nogueira,Fantasía,56,No
06,Mayo,lector006,Los astrolabios bajo la sombra,Samuel Torres,Teatro,10,No
24,Octubre,lector140,Los dorados viajes en el viaje,Pablo Salas,Poesía,14,No
20,Febrero,lector086,Las llaves de la campana,Elena Rojas,Autoficción,30,No
22,Marzo,lector086,Las llaves de la campana,Elena Rojas,Autoficción,56,Si
07,Agosto,lector024,Las memorias de la travesía,Thiago Roldán,Ensayo,8,No
17,Enero,lector093,La perdida belladona bajo el bosque,Sara Calderón,Juvenil,27,No
18,Diciembre,lector150,Los puentes sobre sueños,Sofía Ibarra,Fantasía,56,No
22,Junio,lector028,El último trono,Ximena Ibarra,Cuento,19,No
25,Diciembre,lector065,El laberinto bajo baluartes,Mario León,Policiaca,20,No
27,Enero,lector139,Los santuarios en las campanas,Mario Pineda,Thriller,22,No
31,Mayo,lector132,Las doradas ruinas,Mario Bautista,Cuento,28,No
30,Noviembre,lector110,La canción bajo cerrojos,Irene López,Juvenil,21,No
08,Enero,lector069,Las belladonas brillantes,Tomás Araujo,Novela histórica,22,No
22,Enero,lector039,El retrato perdido,Ximena Nogueira,No ficción literaria,21,No
04,Enero,lector054,Los dorados relojes en los archivos,Clara Valdés,Novela histórica,35,No
08,Septiembre,lector018,La travesía lúcida,Inés Serrano,No ficción literaria,35,No
23,Mayo,lector052,Los olvidados océanos,Noa Paz,Fantasía,14,No
04,Julio,lector110,Los cometas en el códice,Samuel Suárez,Autoficción,27,No
02,Mayo,lector044,Los inciertos retratos sobre el páramo,Bruno Torres,No ficción literaria,8,No
09,Julio,lector082,La cartas de los océanos,Hugo Nogueira,Crónica,10,No
27,Octubre,lector014,El olvidado páramo,Julia Ferreyra,Juvenil,25,No
29,Marzo,lector127,La memoria tras la catedral,Pablo Palacios,Aventura,56,No
14,Abril,lector015,El bosque sobre bruma,Gonzalo Nogueira,Romance,28,No
21,Enero,lector108,La catacumba sobre los santuarios,Julián Delgado,Crónica,49,No
16,Mayo,lector134,Las catacumbas sobre los carnavales,Isabella Caballero,Crónica,17,No
21,Junio,lector085,Los faros bajo los espejos,Ariadna Martí,Cuento,7,No
30,Marzo,lector051,Los baluartes lejanos,Noa Paz,Policiaca,30,No
29,Abril,lector051,Los baluartes lejanos,Noa Paz,Policiaca,43,Si
07,Octubre,lector033,Los eternos viajes de los océanos,Pablo Palacios,Terror,24,No
16,Abril,lector133,El cometa de llave,Tomás Araujo,Thriller,30,No
16,Mayo,lector133,El cometa de llave,Tomás Araujo,Thriller,6,Si
30,Noviembre,lector059,El infinito retrato,Julia Navarro,Autoficción,35,No
17,Enero,lector078,El santuario de la ruina,Elena Paredes,Romance,30,No
16,Febrero,lector078,El santuario de la ruina,Elena Paredes,Romance,27,Si
20,Agosto,lector008,La canción bajo el páramo,Julián Salas,Realismo mágico,28,No
26,Julio,lector040,La travesía tras los ríos,Irene Ferreyra,Aventura,25,No
24,Marzo,lector076,La dorada catedral,Nicolás Vega,Biografía,56,No
06,Noviembre,lector062,Las ciénegas sombrías,Renata Rojas,Romance,30,No
06,Diciembre,lector062,Las ciénegas sombrías,Renata Rojas,Romance,20,Si
12,Octubre,lector111,El archivo tras páramo,Andrés Paredes,Aventura,20,No
25,Mayo,lector099,El salvaje códice,Hugo Soria,Ensayo,30,No
24,Junio,lector099,El salvaje códice,Hugo Soria,Ensayo,5,Si
31,Agosto,lector040,Las belladonas tras las ruinas,Inés Rojas,Misterio,19,No
11,Febrero,lector030,Los frágiles mercados de las canciones,Irene Ferreyra,Romance,30,No
13,Marzo,lector030,Los frágiles mercados de las canciones,Irene Ferreyra,Romance,56,Si
23,Agosto,lector145,Las memorias de la travesía,Thiago Roldán,Ensayo,7,No
18,Agosto,lector028,Las férreas catedrales,Inés Serrano,Crónica,14,No
15,Diciembre,lector065,Los dorados puentes del puente,Nicolás Miranda,Realismo mágico,56,No
20,Marzo,lector059,Los helados santuarios,Hugo Santos,Misterio,30,No
19,Abril,lector059,Los helados santuarios,Hugo Santos,Misterio,10,Si
26,Junio,lector069,El archivo de viajes,Luna Paredes,Teatro,8,No
16,Junio,lector008,El salvaje cometa bajo el códice,Samuel Salas,Thriller,27,No
09,Marzo,lector009,Las sombrías brumas sobre el océano,Marta Rosales,Terror,13,No
13,Julio,lector099,El infinito río,Julia Navarro,Fantasía,27,No
