2021
15,Junio,lector014,Las perdidas ciudades,Isabella Paredes,Romance,30,No
15,Julio,lector014,Las perdidas ciudades,Isabella Paredes,Romance,21,Si
20,Enero,lector087,El férreo sueño bajo el laberinto,Raúl Montoya,Autoficción,16,No
22,Julio,lector124,El invierno tras travesías,Pablo Suárez,Distopía,28,No
19,Noviembre,lector051,El bosque perdido,Ximena Nogueira,Policiaca,28,No
25,Febrero,lector037,Los laberintos tras pacto,Ariadna Serrano,Thriller,51,No
25,Marzo,lector112,Los cometas bajo el baluarte,Ximena Ferreyra,Terror,32,No
06,Diciembre,lector121,Los infinitos astrolabios sobre el faro,Milan Reyes,Cuento,28,No
04,Abril,lector046,El eterno pacto tras el páramo,Candela Torres,Distopía,27,No
27,Abril,lector047,El retrato olvidado,Sergio Campos,Misterio,14,No
24,Julio,lector121,El lúcido códice en los sueños,Nicolás Valdés,Distopía,35,No
17,Junio,lector132,El baluarte incierto,Irene Cruz,Aventura,5,No
29,Junio,lector035,El cometa bajo memorias,Ariadna Acosta,Poesía,27,No
25,Julio,lector082,La brillante sombra sobre la bruma,Noa Benítez,Aventura,17,No
01,Marzo,lector010,La catacumba veloz,Sofía Ibarra,Misterio,5,No
01,Septiembre,lector018,Los bosques tras las sombras,Ariadna Acosta,Teatro,7,No
05,Septiembre,lector110,Los retratos lejanos,Ximena Nogueira,Autoficción,17,No
17,Junio,lector145,Los inciertos inviernos en los inviernos,Clara Valdés,Terror,18,No
27,Febrero,lector042,La errante ciudad de las sombras,Julia Navarro,No ficción literaria,13,No
18,Febrero,lector149,Los frágiles santuarios,Alba Caballero,Novela histórica,28,No
28,Septiembre,lector124,El laberinto bajo baluartes,Mario León,Policiaca,28,No
11,Abril,lector055,Los inviernos perdidos,Sofía Ibarra,Ciencia ficción,20,No
21,Noviembre,lector145,Los olvidados océanos,Noa Paz,Fantasía,6,No
18,Junio,lector068,El laberinto de viajes,Raúl Montoya,Policiaca,25,No
11,Septiembre,lector037,La canción bajo cerrojos,Irene López,Juvenil,12,No
31,Marzo,lector131,Las campanas del retrato,Elena Campos,Romance,25,No
17,Diciembre,lector109,La canción eterna,Hugo Nogueira,Teatro,15,No
12,Agosto,lector077,Las férreas catedrales,Inés Serrano,Crónica,16,No
25,Febrero,lector030,El cometa lúcido,Renata Torres,Misterio,11,No
11,Junio,lector031,La férrea ruina bajo la bruma,Mario León,Thriller,6,No
11,Octubre,lector006,La belladona helada,Ximena Caballero,Novela histórica,56,No
09,Abril,lector067,La canción en archivo,Ariadna Martí,Crónica,21,No
06,Noviembre,lector099,Las lúcidas belladonas,Oliver Rivas,Policiaca,49,No
26,Junio,lector081,Las campanas del retrato,Elena Campos,Romance,28,No
24,Junio,lector129,El mercado en relojes,Elena Rojas,No ficción literaria,12,No
19,Enero,lector104,El códice tras las canciones,Pablo Suárez,Biografía,6,No
24,Noviembre,lector033,El laberinto de las fortalezas,Irene Carranza,Aventura,28,No
02,Noviembre,lector095,La perdida belladona bajo el bosque,Sara Calderón,Juvenil,26,No
22,Mayo,lector055,El bosque sobre bruma,Gonzalo Nogueira,Romance,18,No
20,Mayo,lector054,El lúcido códice en los sueños,Nicolás Valdés,Distopía,20,No
23,Diciembre,lector045,El dorado retrato bajo la belladona,Valentina Santos,Thriller,27,No
21,Junio,lector070,Los cometas en el códice,Samuel Suárez,Autoficción,22,No
24,Diciembre,lector099,El sombrío jardín,Emma Pineda,Autoficción,17,No
07,Junio,lector117,La fortaleza tras los espejos,Mario Bautista,No ficción literaria,37,No
05,Noviembre,lector036,La travesía tras los ríos,Irene Ferreyra,Aventura,6,No
20,Agosto,lector006,Los férreos espejos,Irene Cruz,Juvenil,23,No
17,Febrero,lector041,El eterno pacto,Nicolás Valdés,Realismo mágico,56,No
30,Junio,lector041,Los perdidos santuarios sobre el sueño,Isabella Paredes,Terror,2,No
11,Septiembre,lector040,La travesía tras los ríos,Irene Ferreyra,Aventura,32,No
29,Abril,lector076,Los frágiles santuarios,Alba Caballero,Novela histórica,56,No
18,Noviembre,lector003,El brillante archivo,Noa Rivas,Misterio,2,No
07,Enero,lector124,Las belladonas brillantes,Tomás Araujo,Novela histórica,17,No
21,Abril,lector124,Las perdidas ciudades,Isabella Paredes,Romance,25,No
20,Diciembre,lector097,Los laberintos en el espejo,Mario León,Fantasía,21,No
18,Enero,lector025,El último cometa,Sara Calderón,Biografía,30,No
17,Febrero,lector025,El último cometa,Sara Calderón,Biografía,56,Si
25,Agosto,lector034,Los errantes archivos,Andrés Paredes,Distopía,11,No
19,Febrero,lector086,Las ciénegas lúcidas,Rafael Herrera,Teatro,21,No
10,Enero,lector110,Las brumas de viaje,Gonzalo Nogueira,Ciencia ficción,9,No
26,Agosto,lector106,El salvaje astrolabio en los mercados,Julián Delgado,Cuento,12,No
28,Septiembre,lector070,El olvidado archivo sobre los viajes,Clara Soria,Juvenil,27,No
25,Noviembre,lector146,El incierto puente,Adrián Muñoz,Ciencia ficción,32,No
28,Noviembre,lector044,La belladona helada,Ximena Caballero,Novela histórica,51,No
29,Abril,lector137,Los olvidados sueños tras los carnavales,Pablo Carranza,Juvenil,20,No
19,Diciembre,lector090,El cometa eterno,Daniela Calderón,Policiaca,56,No
24,Octubre,lector035,La sombra bajo los astrolabios,Milan Pineda,Ensayo,6,No
05,Julio,lector069,Los carnavales de la campana,Raúl Montoya,Misterio,20,No
06,Enero,lector058,Los faros de inviernos,Marta Rosales,Romance,12,No
06,Octubre,lector014,La eterna ciénega,Pablo Carranza,Aventura,35,No
16,Septiembre,lector102,Los astrolabios bajo la sombra,Samuel Torres,Teatro,30,No
16,Octubre,lector102,Los astrolabios bajo la sombra,Samuel Torres,Teatro,35,Si
29,Marzo,lector093,El espejo en las canciones,Tomás Flores,Thriller,14,No
01,Octubre,lector132,Los océanos férreos,Elena Campos,Novela histórica,21,No
07,Enero,lector022,La cartas bajo cerrojos,Daniela Calderón,Autoficción,28,No
20,Junio,lector091,Los cerrojos en pacto,Andrés Mendoza,Realismo mágico,13,No
07,Abril,lector042,La incierta catedral del laberinto,Marta Rosales,Novela histórica,3,No
27,Abril,lector092,Los férreos espejos en el sueño,Iker Valdés,Crónica,7,No
19,Julio,lector027,El bosque sobre bruma,Gonzalo Nogueira,Romance,56,No
29,Julio,lector122,Las canciones bajo la catedral,Marco Álvarez,Poesía,27,No
23,Enero,lector053,El pacto en canciones,Mateo Fuentes,Cuento,4,No
07,Enero,lector017,Los retratos férreos,Renata Torres,Ciencia ficción,12,No
04,Agosto,lector035,Los sueños tras los laberintos,Noa Carranza,Distopía,14,No
11,Octubre,lector128,La sombra infinita,Isabella Caballero,Teatro,2,No
08,Enero,lector106,El astrolabio de mercado,Clara Soria,Aventura,24,No
13,Febrero,lector150,Los bosques tras las sombras,Ariadna Acosta,Teatro,27,No
12,Noviembre,lector051,La canción eterna,Hugo Nogueira,Teatro,14,No
28,Julio,lector053,Los archivos férreos,Isabella Caballero,Cuento,42,No
28,Mayo,lector051,El baluarte incierto,Irene Cruz,Aventura,9,No
