2015
01,Febrero,lector078,Los lúcidos jardines,Ariadna Serrano,Misterio,25,No
05,Enero,lector132,El faro de la memoria,Gonzalo Nogueira,Thriller,30,No
04,Febrero,lector132,El faro de la memoria,Gonzalo Nogueira,Thriller,3,Si
28,Mayo,lector131,El santuario incierto,Ariadna Acosta,Realismo mágico,19,No
26,Diciembre,lector135,La llave en los bosques,Irene Gómez,Fantasía,21,No
15,Abril,lector015,La ciénega en santuario,Sofía Ibarra,Autoficción,50,No
02,Agosto,lector126,Los dorados mercados del laberinto,Samuel Torres,Realismo mágico,17,No
17,Julio,lector103,Los faros de inviernos,Marta Rosales,Romance,7,No
22,Agosto,lector145,Los frágiles santuarios de la catacumba,Ximena Nogueira,Cuento,56,No
22,Febrero,lector022,Las sombras bajo océanos,Mateo Martí,Crónica,12,No
28,Julio,lector018,El cometa en pactos,Luna Paredes,Poesía,35,No
27,Enero,lector037,Las sombrías brumas sobre el océano,Marta Rosales,Terror,27,No
01,Abril,lector031,Los faros bajo los espejos,Ariadna Martí,Cuento,30,No
01,Mayo,lector031,Los faros bajo los espejos,Ariadna Martí,Cuento,20,Si
02,Enero,lector141,Los pactos brillantes,Elena Campos,Misterio,28,No
19,Febrero,lector023,El mercado veloz,Álvaro Ferreyra,No ficción literaria,30,No
21,Marzo,lector023,El mercado veloz,Álvaro Ferreyra,No ficción literaria,28,Si
20,Septiembre,lector041,Los lejanos ríos,Gonzalo Mendoza,Autoficción,18,No
01,Junio,lector040,Los salvajes espejos,Mario León,Misterio,6,No
22,Diciembre,lector018,Los jardines del invierno,Samuel López,Poesía,43,No
09,Noviembre,lector078,Los salvajes baluartes del puente,Julia Serrano,Romance,19,No
25,Octubre,lector138,Los cerrojos bajo ruina,Daniela Calderón,Ciencia ficción,27,No
03,Mayo,lector004,Los lúcidos jardines,Ariadna Serrano,Misterio,20,No
24,Enero,lector039,Los laberintos tras baluartes,Irene Ferreyra,Juvenil,27,No
18,Abril,lector096,El frágil reloj,Nicolás Miranda,Poesía,28,No
26,Enero,lector076,El incierto cometa sobre la sombra,Thiago Carranza,Teatro,30,No
25,Febrero,lector076,El incierto cometa sobre la sombra,Thiago Carranza,Teatro,12,Si
16,Enero,lector106,La ciudad sombría,Hugo Acosta,Aventura,14,No
07,Febrero,lector121,Los océanos férreos,Elena Campos,Novela histórica,21,No
